,pipeline,accuracy
80,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=5.6459e-09,
                                                learning_rate=0.4936000715992,
                                                max_iter=512,
                                                max_leaf_nodes=831,
                                                min_samples_leaf=40,
                                                n_iter_no_change=7,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9974
74,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0001672315229,
                                                learning_rate=0.0204843835864,
                                                max_iter=512,
                                                max_leaf_nodes=554,
                                                min_samples_leaf=29,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9974
69,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.3064687e-06,
                                                learning_rate=0.0154520749651,
                                                max_iter=512, max_leaf_nodes=26,
                                                min_samples_leaf=17,
                                                n_iter_no_change=18,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9974
101,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=3.3323967e-06,
                                                learning_rate=0.6050480613433,
                                                max_iter=512, max_leaf_nodes=16,
                                                min_samples_leaf=18,
                                                n_iter_no_change=2,
                                                validation_fraction=0.1078175446776,
                                                warm_start=True))])",0.9974
114,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0048141749618,
                                                learning_rate=0.083034640776,
                                                max_iter=512, max_leaf_nodes=40,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9974
129,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0002249822032,
                                                learning_rate=0.1611726242763,
                                                max_iter=512, max_leaf_nodes=23,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9974
117,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.17607e-08,
                                                learning_rate=0.0407730542448,
                                                max_iter=512, max_leaf_nodes=14,
                                                min_samples_leaf=15,
                                                n_iter_no_change=5,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9974
42,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0018432801169,
                                                learning_rate=0.033866878486,
                                                max_iter=512, max_leaf_nodes=17,
                                                min_samples_leaf=3,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9974
47,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0010858042938,
                                                learning_rate=0.6154700050459,
                                                max_iter=512,
                                                max_leaf_nodes=664,
                                                min_samples_leaf=11,
                                                n_iter_no_change=7,
                                                validation_fraction=0.1440832484698,
                                                warm_start=True))])",0.9974
2,"Pipeline(steps=[('learner', HistGradientBoostingClassifier())])",0.9974
33,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=5.77707531e-05,
                                                learning_rate=0.1517148582107,
                                                max_iter=512,
                                                max_leaf_nodes=1663,
                                                min_samples_leaf=14,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
48,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.185766e-07,
                                                learning_rate=0.1186521303659,
                                                max_iter=512, max_leaf_nodes=28,
                                                min_samples_leaf=34,
                                                n_iter_no_change=18,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
56,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.411e-10,
                                                learning_rate=0.0231701554587,
                                                max_iter=512,
                                                max_leaf_nodes=141,
                                                min_samples_leaf=39,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
55,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.2195e-07,
                                                learning_rate=0.8773761933211,
                                                max_iter=512,
                                                max_leaf_nodes=1212,
                                                min_samples_leaf=5,
                                                n_iter_no_change=11,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
34,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0436064137575,
                                                learning_rate=0.3338164442702,
                                                max_iter=512,
                                                max_leaf_nodes=137,
                                                min_samples_leaf=6,
                                                validation_fraction=0.154714878645,
                                                warm_start=True))])",0.9967
73,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=6.6064066e-06,
                                                learning_rate=0.3571125960887,
                                                max_iter=512,
                                                max_leaf_nodes=578,
                                                min_samples_leaf=2,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
75,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.44611e-07,
                                                learning_rate=0.2185054525908,
                                                max_iter=512, max_leaf_nodes=53,
                                                min_samples_leaf=5,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
82,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.40840085e-05,
                                                learning_rate=0.476160335771,
                                                max_iter=512,
                                                max_leaf_nodes=556,
                                                min_samples_leaf=6,
                                                n_iter_no_change=5,
                                                validation_fraction=0.3703460317051,
                                                warm_start=True))])",0.9967
81,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0539240176501,
                                                learning_rate=0.021886619635,
                                                max_iter=512, max_leaf_nodes=99,
                                                min_samples_leaf=3,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
58,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=3.4809841e-06,
                                                learning_rate=0.1472545444833,
                                                max_iter=512, max_leaf_nodes=6,
                                                min_samples_leaf=2,
                                                n_iter_no_change=20,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
61,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0012299304803,
                                                learning_rate=0.1055997613158,
                                                max_iter=512, max_leaf_nodes=80,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
63,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0075367832112,
                                                learning_rate=0.6023894556744,
                                                max_iter=512,
                                                max_leaf_nodes=1531,
                                                min_samples_leaf=5,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
96,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.00968e-07,
                                                learning_rate=0.3672310440028,
                                                max_iter=512,
                                                max_leaf_nodes=1101,
                                                min_samples_leaf=2,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
94,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.646803e-07,
                                                learning_rate=0.7125374007,
                                                max_iter=512,
                                                max_leaf_nodes=117,
                                                min_samples_leaf=31,
                                                n_iter_no_change=2,
                                                validation_fraction=0.021709022529,
                                                warm_start=True))])",0.9967
116,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.654e-10,
                                                learning_rate=0.0713538859738,
                                                max_iter=512, max_leaf_nodes=8,
                                                min_samples_leaf=8,
                                                n_iter_no_change=7,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
112,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.091165593973,
                                                learning_rate=0.040733109645,
                                                max_iter=512, max_leaf_nodes=84,
                                                min_samples_leaf=5,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
91,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.87612e-08,
                                                learning_rate=0.0415431668384,
                                                max_iter=512, max_leaf_nodes=9,
                                                min_samples_leaf=27,
                                                n_iter_no_change=11,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
95,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.51728e-08,
                                                learning_rate=0.0650971345418,
                                                max_iter=512,
                                                max_leaf_nodes=1053,
                                                min_samples_leaf=16,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
97,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.6212e-09,
                                                learning_rate=0.0994230361093,
                                                max_iter=512, max_leaf_nodes=10,
                                                min_samples_leaf=9,
                                                n_iter_no_change=6,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9967
115,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.6659e-09,
                                                learning_rate=0.015753684722,
                                                max_iter=512, max_leaf_nodes=23,
                                                min_samples_leaf=13,
                                                n_iter_no_change=18,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
92,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.5705072e-06,
                                                learning_rate=0.0107945318192,
                                                max_iter=512, max_leaf_nodes=14,
                                                min_samples_leaf=4,
                                                n_iter_no_change=14,
                                                validation_fraction=0.094352071152,
                                                warm_start=True))])",0.9961
68,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.280357e-07,
                                                learning_rate=0.0182570098462,
                                                max_iter=512, max_leaf_nodes=55,
                                                min_samples_leaf=3,
                                                n_iter_no_change=9,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
72,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0001485679387,
                                                learning_rate=0.0679053828644,
                                                max_iter=512,
                                                max_leaf_nodes=176,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
77,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0128694877394,
                                                learning_rate=0.3056619163453,
                                                max_iter=512,
                                                max_leaf_nodes=944,
                                                min_samples_leaf=3,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
100,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=9.2682e-09,
                                                learning_rate=0.2214770663669,
                                                max_iter=512,
                                                max_leaf_nodes=828,
                                                min_samples_leaf=1,
                                                n_iter_no_change=9,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
106,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.1700247948345,
                                                learning_rate=0.4121005797957,
                                                max_iter=512,
                                                max_leaf_nodes=113,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
111,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.189e-10,
                                                learning_rate=0.1472550149813,
                                                max_iter=512,
                                                max_leaf_nodes=673,
                                                min_samples_leaf=22,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
90,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=3.29230529e-05,
                                                learning_rate=0.7705699022296,
                                                max_iter=512,
                                                max_leaf_nodes=1733,
                                                min_samples_leaf=3,
                                                n_iter_no_change=6,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
53,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0379447413033,
                                                learning_rate=0.1351784370204,
                                                max_iter=512, max_leaf_nodes=23,
                                                min_samples_leaf=2,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
60,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=8.468e-10,
                                                learning_rate=0.1529429003158,
                                                max_iter=512, max_leaf_nodes=25,
                                                min_samples_leaf=17,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
39,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.434631e-07,
                                                learning_rate=0.3588508162,
                                                max_iter=512,
                                                max_leaf_nodes=247,
                                                min_samples_leaf=24,
                                                n_iter_no_change=17,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
50,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.67328e-08,
                                                learning_rate=0.0650553537862,
                                                max_iter=512,
                                                max_leaf_nodes=887,
                                                min_samples_leaf=3,
                                                n_iter_no_change=17,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
46,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.496829e-07,
                                                learning_rate=0.0216862259736,
                                                max_iter=512,
                                                max_leaf_nodes=207,
                                                min_samples_leaf=38,
                                                n_iter_no_change=11,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
59,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.2453578511892,
                                                learning_rate=0.3802433869062,
                                                max_iter=512,
                                                max_leaf_nodes=143,
                                                min_samples_leaf=5,
                                                n_iter_no_change=12,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
66,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.519e-08,
                                                learning_rate=0.197300903903,
                                                max_iter=512,
                                                max_leaf_nodes=1615,
                                                min_samples_leaf=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
65,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.88684e-08,
                                                learning_rate=0.457409526263,
                                                max_iter=512,
                                                max_leaf_nodes=1109,
                                                min_samples_leaf=29,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
67,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.9515912e-06,
                                                learning_rate=0.2340654777172,
                                                max_iter=512, max_leaf_nodes=9,
                                                min_samples_leaf=2,
                                                n_iter_no_change=8,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
110,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.721444e-07,
                                                learning_rate=0.0132882009928,
                                                max_iter=512, max_leaf_nodes=14,
                                                min_samples_leaf=11,
                                                n_iter_no_change=20,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
131,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.16731e-08,
                                                learning_rate=0.1502850401232,
                                                max_iter=512, max_leaf_nodes=51,
                                                min_samples_leaf=17,
                                                n_iter_no_change=14,
                                                validation_fraction=0.049964568416,
                                                warm_start=True))])",0.9961
105,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.4270654e-06,
                                                learning_rate=0.0708697195732,
                                                max_iter=512,
                                                max_leaf_nodes=365,
                                                min_samples_leaf=4,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
104,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.8209595e-05,
                                                learning_rate=0.5428559631722,
                                                max_iter=512,
                                                max_leaf_nodes=751,
                                                min_samples_leaf=3,
                                                n_iter_no_change=11,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9961
109,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=8.987e-10,
                                                learning_rate=0.0153734833377,
                                                max_iter=512,
                                                max_leaf_nodes=252,
                                                min_samples_leaf=4,
                                                n_iter_no_change=6,
                                                validation_fraction=0.3019897729611,
                                                warm_start=True))])",0.9954
79,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0183184583662,
                                                learning_rate=0.8937411376101,
                                                max_iter=512, max_leaf_nodes=9,
                                                min_samples_leaf=4,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9954
128,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.0534e-08,
                                                learning_rate=0.1229416140716,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=6,
                                                n_iter_no_change=16,
                                                validation_fraction=0.2834761828107,
                                                warm_start=True))])",0.9954
107,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.9944e-09,
                                                learning_rate=0.1779800982506,
                                                max_iter=512, max_leaf_nodes=8,
                                                min_samples_leaf=3,
                                                n_iter_no_change=5,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9954
4,"Pipeline(steps=[('learner', DecisionTreeClassifier())])",0.9954
54,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.7032417188545,
                                                learning_rate=0.0186529428118,
                                                max_iter=512, max_leaf_nodes=69,
                                                min_samples_leaf=4,
                                                n_iter_no_change=20,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9954
85,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.17869e-07,
                                                learning_rate=0.3257871754696,
                                                max_iter=512,
                                                max_leaf_nodes=311,
                                                min_samples_leaf=33,
                                                validation_fraction=0.3339913783017,
                                                warm_start=True))])",0.9948
103,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=8.5058266e-06,
                                                learning_rate=0.0657433635242,
                                                max_iter=512, max_leaf_nodes=37,
                                                min_samples_leaf=24,
                                                n_iter_no_change=14,
                                                validation_fraction=0.3263177257192,
                                                warm_start=True))])",0.9948
124,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.42987e-08,
                                                learning_rate=0.0896875570691,
                                                max_iter=512,
                                                max_leaf_nodes=741,
                                                min_samples_leaf=2,
                                                n_iter_no_change=4,
                                                validation_fraction=0.2327470574002,
                                                warm_start=True))])",0.9948
121,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=7.00705e-08,
                                                learning_rate=0.8622499869824,
                                                max_iter=512, max_leaf_nodes=7,
                                                min_samples_leaf=23,
                                                n_iter_no_change=5,
                                                validation_fraction=0.1790641425364,
                                                warm_start=True))])",0.9948
83,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.547e-10,
                                                learning_rate=0.5743880651296,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=18,
                                                n_iter_no_change=11,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9948
23,"Pipeline(steps=[('feature-pre-processor', FastICA()),
                ('learner', HistGradientBoostingClassifier())])",0.9941
52,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.8864548e-06,
                                                learning_rate=0.245060522463,
                                                max_iter=512,
                                                max_leaf_nodes=727,
                                                min_samples_leaf=27,
                                                n_iter_no_change=17,
                                                validation_fraction=0.3814916683721,
                                                warm_start=True))])",0.9941
43,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.0590927e-06,
                                                learning_rate=0.5895773086938,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=12,
                                                n_iter_no_change=20,
                                                validation_fraction=0.3572909383617,
                                                warm_start=True))])",0.9941
57,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=9.95350344e-05,
                                                learning_rate=0.1300769439063,
                                                max_iter=512,
                                                max_leaf_nodes=640,
                                                min_samples_leaf=1,
                                                n_iter_no_change=17,
                                                validation_fraction=0.102466837652,
                                                warm_start=True))])",0.9941
93,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.766e-10,
                                                learning_rate=0.0122688192608,
                                                max_iter=512,
                                                max_leaf_nodes=417,
                                                min_samples_leaf=14,
                                                n_iter_no_change=18,
                                                validation_fraction=0.3726964219219,
                                                warm_start=True))])",0.9941
