,pipeline,accuracy
91,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1880031291792,
                                              0.8394403219885))),
                ('learner',
                 SVC(C=368.89630322717, coef0=0.9190671807715,
                     gamma=0.0001286427436, kernel='sigmoid', shrinking=False,
                     tol=2.75750657e-05))])",0.7069
90,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0038513078262,
                                              0.8147714736184))),
                ('learner',
                 SVC(C=0.0724372904938, coef0=0.4702589279228,
                     gamma=7.66542865e-05, kernel='sigmoid', shrinking=False,
                     tol=5.53836649e-05))])",0.7019
49,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1215838457716,
                                              0.8257731861549))),
                ('learner',
                 SVC(C=0.0593018449947, coef0=-0.6510739938049,
                     gamma=0.0006471148816, kernel='sigmoid', shrinking=False,
                     tol=0.0007368072599))])",0.6606
84,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.006968664126,
                                              0.7902723038813))),
                ('learner',
                 SVC(C=1027.6044050850162, coef0=-0.6414632142134,
                     gamma=5.08743261e-05, kernel='sigmoid',
                     tol=0.0101789290791))])",0.6419
99,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1299442762439,
                                              0.7134895329652))),
                ('learner',
                 SVC(C=9020.356384224378, coef0=0.0593540139223,
                     gamma=6.22623596e-05, kernel='sigmoid', shrinking=False,
                     tol=9.1967444e-05))])",0.5356
24,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('feature-pre-processor', FeatureAgglomeration()),
                ('learner', SVC(kernel='linear'))])",0.515
47,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2150430573306,
                                              0.7639032189323))),
                ('learner',
                 SVC(C=8163.713707783157, coef0=-0.3852239084086,
                     gamma=0.0005409529223, kernel='sigmoid',
                     tol=1.74092057e-05))])",0.51
82,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2252942164414,
                                              0.7410785558491))),
                ('learner',
                 SVC(C=4934.453849796972, coef0=-0.737688404654,
                     gamma=0.0003056553981, kernel='sigmoid', shrinking=False,
                     tol=0.0007200068246))])",0.4775
131,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0352035409893,
                                              0.8920666879141))),
                ('learner',
                 SVC(C=0.0675741817167, coef0=0.4198350718531,
                     gamma=0.0007986306178, kernel='sigmoid',
                     tol=0.0010681346819))])",0.4681
31,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('feature-pre-processor', GenericUnivariateSelect()),
                ('learner', SVC(kernel='linear'))])",0.4262
129,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0833640645525,
                                              0.8006886850697))),
                ('learner',
                 SVC(C=1582.1678262317223, coef0=0.4932771516791,
                     gamma=0.0003855836001, kernel='sigmoid', shrinking=False,
                     tol=0.0003191706432))])",0.4188
124,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0093522920476,
                                              0.968419590973))),
                ('learner',
                 SVC(C=761.7533593237191, coef0=-0.595603716906,
                     gamma=0.0036608792327, kernel='sigmoid', shrinking=False,
                     tol=0.000389582058))])",0.4163
33,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0936498490078,
                                              0.8439833575077))),
                ('learner',
                 SVC(C=0.5894515729838, coef0=-0.3886608217396,
                     gamma=0.003167912384, kernel='sigmoid',
                     tol=0.0118273947227))])",0.4081
94,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2064524293102,
                                              0.897513927473))),
                ('learner',
                 SVC(C=4.5384570926101, coef0=-0.5252466947961,
                     gamma=0.0020948783273, kernel='sigmoid', shrinking=False,
                     tol=0.0002385046051))])",0.4081
80,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2107009186566,
                                              0.9929286296962))),
                ('learner',
                 SVC(C=17336.52564198196, coef0=0.207781790313,
                     gamma=0.0023401405086, kernel='sigmoid', shrinking=False,
                     tol=0.0007127528147))])",0.3975
55,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0517859329974,
                                              0.9836599011796))),
                ('learner',
                 SVC(C=39.4296029433803, coef0=0.1421779063896,
                     gamma=0.0020512488799, kernel='sigmoid',
                     tol=3.71798798e-05))])",0.3875
66,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0114404601126,
                                              0.9059055468793))),
                ('learner',
                 SVC(C=1708.8791686570512, coef0=-0.8249665372706,
                     gamma=0.015083411088, kernel='sigmoid', shrinking=False,
                     tol=0.0938968310764))])",0.3819
35,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1640113723304,
                                              0.8813433420344))),
                ('learner',
                 SVC(C=51.5581548963814, coef0=0.6019138418588,
                     gamma=0.000681471284, kernel='sigmoid', shrinking=False,
                     tol=0.0103481992776))])",0.3731
56,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1824219150857,
                                              0.8198603729126))),
                ('learner',
                 SVC(C=342.8697492960356, coef0=-0.9833018527494,
                     gamma=0.0096538679062, kernel='sigmoid', shrinking=False,
                     tol=0.0049444608637))])",0.3631
67,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1975355505844,
                                              0.7470632739038))),
                ('learner',
                 SVC(C=125.8286174481282, coef0=-0.510608715059,
                     gamma=0.006579604186, kernel='sigmoid', shrinking=False,
                     tol=1.48738284e-05))])",0.3588
89,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2149766676071,
                                              0.9567619425635))),
                ('learner',
                 SVC(C=7.078851109357, coef0=0.0254164470658,
                     gamma=1.5092915778935, kernel='sigmoid', shrinking=False,
                     tol=0.0212485876421))])",0.3556
79,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2871055708477,
                                              0.847267955669))),
                ('learner',
                 SVC(C=624.8549073607904, coef0=-0.5374755030362,
                     gamma=0.0042158285594, kernel='sigmoid',
                     tol=1.16249109e-05))])",0.3488
43,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0931223055521,
                                              0.7562586462674))),
                ('learner',
                 SVC(C=21126.631928505656, coef0=-0.1934069199839,
                     gamma=0.0274057243176, kernel='sigmoid', shrinking=False,
                     tol=0.0021602854683))])",0.3462
48,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2480771483162,
                                              0.7352541786655))),
                ('learner',
                 SVC(C=12.8121742474633, coef0=0.6358779335926,
                     gamma=0.1289193783482, kernel='sigmoid',
                     tol=0.000275373315))])",0.3431
93,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1876695160156,
                                              0.8349075653129))),
                ('learner',
                 SVC(C=93.8628883152559, coef0=-0.61052626563,
                     gamma=0.0242962348661, kernel='sigmoid', shrinking=False,
                     tol=0.0001929551753))])",0.34
116,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2652712594812,
                                              0.8905589629532))),
                ('learner',
                 SVC(C=17.9065686232639, coef0=0.0632540204881,
                     gamma=0.0162999726686, kernel='sigmoid',
                     tol=0.0035675375203))])",0.3394
100,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2974666914308,
                                              0.7228570489137))),
                ('learner',
                 SVC(C=1847.2338480850533, coef0=0.6578116259551,
                     gamma=1.9687300040547, kernel='sigmoid',
                     tol=0.0007623580547))])",0.3388
68,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0585200632089,
                                              0.7551409684622))),
                ('learner',
                 SVC(C=336.68938289961, coef0=-0.170919532544,
                     gamma=0.003843763056, kernel='sigmoid',
                     tol=2.60574299e-05))])",0.3381
71,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2514234085426, 0.7221368177))),
                ('learner',
                 SVC(C=124.9393569154498, coef0=-0.8610264404794,
                     gamma=0.0191148876006, kernel='sigmoid',
                     tol=0.0084884313682))])",0.3381
87,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2877576926277,
                                              0.791867713343))),
                ('learner',
                 SVC(C=1.2368553102692, coef0=-0.7262426332708,
                     gamma=0.0826259734104, kernel='sigmoid', shrinking=False,
                     tol=0.0166718743671))])",0.3375
60,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.234985920885,
                                              0.9888868739041))),
                ('learner',
                 SVC(C=91.4000377491784, coef0=0.5254253542491,
                     gamma=0.0052172760275, kernel='sigmoid', shrinking=False,
                     tol=0.0005072657645))])",0.3363
126,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0227700384063,
                                              0.7481425537022))),
                ('learner',
                 SVC(C=6.8515267915173, coef0=-0.9117041175591,
                     gamma=0.7297030885533, kernel='sigmoid',
                     tol=9.39306203e-05))])",0.3319
69,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2881715394222,
                                              0.8053955606839))),
                ('learner',
                 SVC(C=117.9438391516974, coef0=0.575229066554,
                     gamma=0.1472834349525, kernel='sigmoid',
                     tol=7.01877361e-05))])",0.33
46,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2349962454376,
                                              0.7384171034623))),
                ('learner',
                 SVC(C=48.1615712280629, coef0=-0.6443346556327,
                     gamma=0.0235685390674, kernel='sigmoid',
                     tol=0.0003728316287))])",0.3281
120,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1738155160397,
                                              0.8386281893493))),
                ('learner',
                 SVC(C=228.6821085755488, coef0=0.9951159394561,
                     gamma=0.0136423433358, kernel='sigmoid', shrinking=False,
                     tol=0.0108699951623))])",0.3275
76,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1019682315023,
                                              0.8425206708013))),
                ('learner',
                 SVC(C=7.2234122239175, coef0=0.8445030789539,
                     gamma=7.143754574538, kernel='sigmoid', shrinking=False,
                     tol=0.0003655195305))])",0.3262
44,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.079352153479,
                                              0.7549322326297))),
                ('learner',
                 SVC(C=56.3990370501645, coef0=0.657991192037,
                     gamma=1.7671438242788, kernel='sigmoid', shrinking=False,
                     tol=0.0015522549453))])",0.3256
109,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1779569789686,
                                              0.9825695827507))),
                ('learner',
                 SVC(C=1.0232026709349, coef0=0.0593706708891,
                     gamma=0.4013772975113, kernel='sigmoid', shrinking=False,
                     tol=0.0001932173865))])",0.3231
127,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1021870950336,
                                              0.9259991003325))),
                ('learner',
                 SVC(C=1095.6732766596353, coef0=0.3383990121945,
                     gamma=0.0409136277914, kernel='sigmoid',
                     tol=0.0001331604167))])",0.3225
103,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1692283936837,
                                              0.7729657619327))),
                ('learner',
                 SVC(C=2.2879649339958, coef0=-0.1634228807691,
                     gamma=0.462580326968, kernel='sigmoid', shrinking=False,
                     tol=0.0033594819848))])",0.3225
125,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1738210185109,
                                              0.8560697152467))),
                ('learner',
                 SVC(C=197.9626028030942, coef0=-0.1171594567948,
                     gamma=2.2440430069964, kernel='sigmoid', shrinking=False,
                     tol=0.0568605813776))])",0.3206
8,"Pipeline(steps=[('learner', QuadraticDiscriminantAnalysis())])",0.3181
58,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.19342744423, 0.8040342718667))),
                ('learner',
                 SVC(C=1797.8366362935087, coef0=0.0560722909385,
                     gamma=0.0050316711471, kernel='sigmoid',
                     tol=0.0002079450449))])",0.3181
59,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1825598152707,
                                              0.8369609768221))),
                ('learner',
                 SVC(C=76.9862243923508, coef0=0.557108289006,
                     gamma=0.0331785638938, kernel='sigmoid',
                     tol=7.62514013e-05))])",0.3175
78,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2782474334934,
                                              0.8399912992715))),
                ('learner',
                 SVC(C=371.4912695133716, coef0=0.0997203159532,
                     gamma=6.2031211515146, kernel='sigmoid', shrinking=False,
                     tol=0.0002356543326))])",0.3169
45,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1903363929825,
                                              0.8098081250374))),
                ('learner',
                 SVC(C=1706.347048260699, coef0=0.6493330772248,
                     gamma=0.0071105706568, kernel='sigmoid',
                     tol=0.0004263399539))])",0.3163
36,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2795513454679,
                                              0.8180974046063))),
                ('learner',
                 SVC(C=278.4684642588698, coef0=-0.0092921131042,
                     gamma=0.0134599090521, kernel='sigmoid', shrinking=False,
                     tol=0.0301593268076))])",0.315
40,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2894602594859,
                                              0.770552133651))),
                ('learner',
                 SVC(C=67.1469483594184, coef0=-0.7387624256132,
                     gamma=0.0907890137704, kernel='sigmoid',
                     tol=0.0007253140205))])",0.3119
74,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2403790161899,
                                              0.8916761704615))),
                ('learner',
                 SVC(C=3.7574551680499, coef0=0.2000305170937,
                     gamma=0.3068792993166, kernel='sigmoid',
                     tol=0.0655411791024))])",0.3106
110,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1908609001192,
                                              0.8024913879919))),
                ('learner',
                 SVC(C=10.152671266064, coef0=0.0402343756903,
                     gamma=2.1957863417646, kernel='sigmoid', shrinking=False,
                     tol=0.0097738286908))])",0.3106
118,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1150222360768,
                                              0.717562746104))),
                ('learner',
                 SVC(C=25.5885994995219, coef0=0.7963579162245,
                     gamma=1.2646587297113, kernel='sigmoid', shrinking=False,
                     tol=2.22840092e-05))])",0.3087
113,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2142699710808,
                                              0.879219755143))),
                ('learner',
                 SVC(C=38.8580082721501, coef0=-0.5270187684329,
                     gamma=2.941136997537, kernel='sigmoid',
                     tol=0.0233100023368))])",0.3081
38,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1833701135363,
                                              0.9930970029448))),
                ('learner',
                 SVC(C=10026.101608876372, coef0=-0.6149390366213,
                     gamma=1.9425538985822, kernel='sigmoid', shrinking=False,
                     tol=0.0023775928084))])",0.3081
98,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2862100607249,
                                              0.8531559549526))),
                ('learner',
                 SVC(C=0.5748110634878, coef0=0.4794402926764,
                     gamma=0.008390534152, kernel='sigmoid', shrinking=False,
                     tol=0.000982767097))])",0.3069
119,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2682313188056,
                                              0.7934657191862))),
                ('learner',
                 SVC(C=134.050783060089, coef0=0.2071471047957,
                     gamma=0.9315034153486, kernel='sigmoid', shrinking=False,
                     tol=0.0339767705867))])",0.3062
106,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2741672474601,
                                              0.987513596386))),
                ('learner',
                 SVC(C=0.3201603223945, coef0=0.0539882173039,
                     gamma=0.0158873098894, kernel='sigmoid', shrinking=False,
                     tol=6.83717469e-05))])",0.3044
95,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2257536885201,
                                              0.8144492784396))),
                ('learner',
                 SVC(C=14776.380432865803, coef0=0.1495070122564,
                     gamma=0.0070598876076, kernel='sigmoid',
                     tol=5.90643456e-05))])",0.3031
114,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1501403026694,
                                              0.7457316029339))),
                ('learner',
                 SVC(C=0.0422356035893, coef0=-0.235649391506,
                     gamma=4.074009540075, kernel='sigmoid',
                     tol=1.29214598e-05))])",0.3025
96,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0574158098359,
                                              0.9165720728377))),
                ('learner',
                 SVC(C=202.0674860160924, coef0=-0.1241985281442,
                     gamma=0.0782756913468, kernel='sigmoid', shrinking=False,
                     tol=1.09643203e-05))])",0.2987
85,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1621759424002, 0.81191362452))),
                ('learner',
                 SVC(C=140.310458363175, coef0=0.8101611315027,
                     gamma=0.1836671235224, kernel='sigmoid', shrinking=False,
                     tol=0.0265881082885))])",0.2981
121,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.110810299992,
                                              0.9480065433536))),
                ('learner',
                 SVC(C=63.3404623387793, coef0=0.3409490930801,
                     gamma=0.0016365473569, kernel='sigmoid', shrinking=False,
                     tol=0.0050404347659))])",0.2969
70,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0966881525254,
                                              0.875242815945))),
                ('learner',
                 SVC(C=1941.254229572177, coef0=0.7071971024715,
                     gamma=0.0023292948861, kernel='sigmoid', shrinking=False,
                     tol=0.0001840546125))])",0.2969
112,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0125496184043,
                                              0.8425345374631))),
                ('learner',
                 SVC(C=0.1633693168772, coef0=-0.8631288341529,
                     gamma=0.0202637177864, kernel='sigmoid', shrinking=False,
                     tol=0.0706629446491))])",0.2912
111,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1635783719998,
                                              0.8800964315188))),
                ('learner',
                 SVC(C=1155.275300916038, coef0=-0.7340767487245,
                     gamma=0.5711527792487, kernel='sigmoid',
                     tol=0.0001769563286))])",0.2912
41,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1506359653746,
                                              0.9531755281087))),
                ('learner',
                 SVC(C=1541.7927700767846, coef0=0.7650301832775,
                     gamma=0.000798478855, kernel='sigmoid',
                     tol=0.0006146784662))])",0.2894
86,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.284230648117,
                                              0.7108924876655))),
                ('learner',
                 SVC(C=3877.729094692232, coef0=-0.8879357225408,
                     gamma=0.0004229070395, kernel='sigmoid',
                     tol=0.0013576594276))])",0.2881
92,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0449813957428,
                                              0.9252082685112))),
                ('learner',
                 SVC(C=0.0344752179341, coef0=0.2977888709711,
                     gamma=0.1273013723232, kernel='sigmoid',
                     tol=0.012852455478))])",0.2869
122,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0887029731555,
                                              0.7235859334937))),
                ('learner',
                 SVC(C=0.0472078441404, coef0=0.7783694953851,
                     gamma=0.0066424676175, kernel='sigmoid',
                     tol=2.04847759e-05))])",0.2838
65,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1881342273276,
                                              0.8874801598474))),
                ('learner',
                 SVC(C=0.2362226142612, coef0=0.4246190409692,
                     gamma=1.2458548003247, kernel='sigmoid',
                     tol=0.004528444431))])",0.2819
97,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2493705834483,
                                              0.7909172819503))),
                ('learner',
                 SVC(C=29.5041192591031, coef0=-0.4106071016726,
                     gamma=0.0138119283366, kernel='sigmoid', shrinking=False,
                     tol=0.0270248171246))])",0.2781
52,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0225546870195,
                                              0.7152813490568))),
                ('learner',
                 SVC(C=1121.6009698206296, coef0=-0.8332494566586,
                     gamma=1.5412434468635, kernel='sigmoid', shrinking=False,
                     tol=0.0002138221267))])",0.2731
108,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0676161463708,
                                              0.9523441993853))),
                ('learner',
                 SVC(C=38.1723386431442, coef0=-0.261471346506,
                     gamma=0.262850269696, kernel='sigmoid', shrinking=False,
                     tol=0.0005335923828))])",0.2694
39,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0963065976097,
                                              0.7012081139447))),
                ('learner',
                 SVC(C=0.039550981832, coef0=0.7236963568632,
                     gamma=0.0034396349658, kernel='sigmoid',
                     tol=0.0206842038735))])",0.2694
32,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1021697037135,
                                              0.9643057989109))),
                ('learner',
                 SVC(C=0.0889887542365, coef0=-0.8986595530054,
                     gamma=0.5008920234652, kernel='sigmoid', shrinking=False,
                     tol=0.002338101111))])",0.2644
130,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2519952549915,
                                              0.9290602122406))),
                ('learner',
                 SVC(C=0.0409241412139, coef0=0.7986169709572,
                     gamma=0.032786891583, kernel='sigmoid', shrinking=False,
                     tol=0.0006938275498))])",0.2588
