,pipeline,accuracy
121,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0013807181468,
                                                learning_rate=0.4395743589888,
                                                max_iter=512,
                                                max_leaf_nodes=199,
                                                min_samples_leaf=70,
                                                n_iter_no_change=5,
                                                validation_fraction=0.2870893303636,
                                                warm_start=True))])",0.6635
38,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=7.905e-10,
                                                learning_rate=0.0240388690878,
                                                max_iter=512, max_leaf_nodes=51,
                                                min_samples_leaf=11,
                                                n_iter_no_change=14,
                                                validation_fraction=0.0382808953467,
                                                warm_start=True))])",0.6631
41,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0001077739248,
                                                learning_rate=0.1674951191874,
                                                max_iter=512,
                                                max_leaf_nodes=339,
                                                min_samples_leaf=2,
                                                n_iter_no_change=19,
                                                validation_fraction=0.2586914048672,
                                                warm_start=True))])",0.6631
47,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.978907e-07,
                                                learning_rate=0.0386686812798,
                                                max_iter=512, max_leaf_nodes=30,
                                                min_samples_leaf=3,
                                                n_iter_no_change=20,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6626
86,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=5.3428439e-06,
                                                learning_rate=0.7869807765688,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=190,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6625
45,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.0477872e-06,
                                                learning_rate=0.0746850140348,
                                                max_iter=512, max_leaf_nodes=16,
                                                min_samples_leaf=11,
                                                n_iter_no_change=16,
                                                validation_fraction=0.3559679022489,
                                                warm_start=True))])",0.6612
77,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.6106955e-06,
                                                learning_rate=0.2392899835483,
                                                max_iter=512, max_leaf_nodes=6,
                                                min_samples_leaf=23,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.661
40,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.371e-10,
                                                learning_rate=0.1831959918468,
                                                max_iter=512, max_leaf_nodes=6,
                                                min_samples_leaf=31,
                                                n_iter_no_change=8,
                                                validation_fraction=0.2106642131094,
                                                warm_start=True))])",0.661
96,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.015184e-07,
                                                learning_rate=0.049475456012,
                                                max_iter=512,
                                                max_leaf_nodes=874,
                                                min_samples_leaf=27,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6608
59,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.34559482e-05,
                                                learning_rate=0.1631792793711,
                                                max_iter=512,
                                                max_leaf_nodes=215,
                                                min_samples_leaf=5,
                                                n_iter_no_change=2,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6606
50,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.2841e-09,
                                                learning_rate=0.1772202349555,
                                                max_iter=512, max_leaf_nodes=7,
                                                min_samples_leaf=1,
                                                validation_fraction=0.109306918602,
                                                warm_start=True))])",0.6605
68,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0012164069204,
                                                learning_rate=0.590363297708,
                                                max_iter=512,
                                                max_leaf_nodes=1035,
                                                min_samples_leaf=151,
                                                n_iter_no_change=6,
                                                validation_fraction=0.0573187985979,
                                                warm_start=True))])",0.6605
103,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.9514366e-05,
                                                learning_rate=0.1613861384415,
                                                max_iter=512, max_leaf_nodes=11,
                                                min_samples_leaf=4,
                                                n_iter_no_change=4,
                                                validation_fraction=0.2985426939241,
                                                warm_start=True))])",0.6604
125,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.583326e-07,
                                                learning_rate=0.9288376139252,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=4,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6596
22,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner', HistGradientBoostingClassifier())])",0.6591
70,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0002764713134,
                                                learning_rate=0.513142982732,
                                                max_iter=512, max_leaf_nodes=52,
                                                min_samples_leaf=15,
                                                n_iter_no_change=16,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6588
66,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.020240134782,
                                                learning_rate=0.5049625390471,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=1,
                                                n_iter_no_change=5,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6586
2,"Pipeline(steps=[('learner', HistGradientBoostingClassifier())])",0.6577
71,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=6.58616e-07,
                                                learning_rate=0.7493893358769,
                                                max_iter=512, max_leaf_nodes=34,
                                                min_samples_leaf=14,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6572
57,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.804e-10,
                                                learning_rate=0.9810876726279,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=110,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6572
62,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0047765188226,
                                                learning_rate=0.1459426096229,
                                                max_iter=512, max_leaf_nodes=6,
                                                min_samples_leaf=15,
                                                n_iter_no_change=2,
                                                validation_fraction=0.1366088651513,
                                                warm_start=True))])",0.6568
115,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.1582177683897,
                                                learning_rate=0.0262237499888,
                                                max_iter=512, max_leaf_nodes=18,
                                                min_samples_leaf=3,
                                                n_iter_no_change=4,
                                                validation_fraction=0.0967343281928,
                                                warm_start=True))])",0.6565
113,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.1358584716088,
                                                learning_rate=0.7958863071334,
                                                max_iter=512,
                                                max_leaf_nodes=165,
                                                min_samples_leaf=34,
                                                n_iter_no_change=19,
                                                validation_fraction=0.2392066166863,
                                                warm_start=True))])",0.6556
51,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.00026902374,
                                                learning_rate=0.0895507953591,
                                                max_iter=512,
                                                max_leaf_nodes=592,
                                                min_samples_leaf=17,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6555
80,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.007643623886,
                                                learning_rate=0.4428006659123,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=9,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6553
39,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.493e-10,
                                                learning_rate=0.8525003152374,
                                                max_iter=512,
                                                max_leaf_nodes=156,
                                                min_samples_leaf=56,
                                                n_iter_no_change=18,
                                                validation_fraction=0.0947236553123,
                                                warm_start=True))])",0.6546
48,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0033547587305,
                                                learning_rate=0.3803171659394,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=16,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6535
93,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.003540614049,
                                                learning_rate=0.019251205323,
                                                max_iter=512, max_leaf_nodes=13,
                                                min_samples_leaf=44,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6524
124,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0003506916781,
                                                learning_rate=0.1999172557576,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=63,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6523
23,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', FastICA()),
                ('learner', HistGradientBoostingClassifier())])",0.6522
114,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.9221e-09,
                                                learning_rate=0.0965862208462,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=139,
                                                n_iter_no_change=9,
                                                validation_fraction=0.1073666990565,
                                                warm_start=True))])",0.6519
76,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=7.78245e-08,
                                                learning_rate=0.9977732887704,
                                                max_iter=512, max_leaf_nodes=32,
                                                min_samples_leaf=42,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6514
42,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=9.109547e-07,
                                                learning_rate=0.3901718563576,
                                                max_iter=512,
                                                max_leaf_nodes=122,
                                                min_samples_leaf=6,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.651
128,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.4935963465108,
                                                learning_rate=0.4614771290543,
                                                max_iter=512,
                                                max_leaf_nodes=104,
                                                min_samples_leaf=2,
                                                n_iter_no_change=16,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6508
43,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0289973366064,
                                                learning_rate=0.0201054625859,
                                                max_iter=512, max_leaf_nodes=9,
                                                min_samples_leaf=101,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6504
61,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=3.81667e-08,
                                                learning_rate=0.1860319256542,
                                                max_iter=512,
                                                max_leaf_nodes=309,
                                                min_samples_leaf=8,
                                                n_iter_no_change=9,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6504
