,pipeline,accuracy
110,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=9.033e-10,
                                                learning_rate=0.0707911827336,
                                                max_iter=512, max_leaf_nodes=15,
                                                min_samples_leaf=29,
                                                n_iter_no_change=9,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8742
83,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.241791430498,
                                                learning_rate=0.3053604917475,
                                                max_iter=512, max_leaf_nodes=36,
                                                min_samples_leaf=1,
                                                n_iter_no_change=9,
                                                validation_fraction=0.1142330478604,
                                                warm_start=True))])",0.8741
61,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0004445096914,
                                                learning_rate=0.0457358576254,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=4,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8741
50,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0029654671912,
                                                learning_rate=0.0334405993726,
                                                max_iter=512, max_leaf_nodes=25,
                                                min_samples_leaf=7,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.874
130,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0002122405485,
                                                learning_rate=0.0251321925485,
                                                max_iter=512, max_leaf_nodes=8,
                                                min_samples_leaf=40,
                                                n_iter_no_change=11,
                                                validation_fraction=0.3572463068245,
                                                warm_start=True))])",0.874
124,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0012761790823,
                                                learning_rate=0.015734830455,
                                                max_iter=512, max_leaf_nodes=32,
                                                min_samples_leaf=24,
                                                n_iter_no_change=3,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8738
93,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0269882473078,
                                                learning_rate=0.1469552903256,
                                                max_iter=512, max_leaf_nodes=7,
                                                min_samples_leaf=1,
                                                n_iter_no_change=9,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8738
51,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.19132e-08,
                                                learning_rate=0.370273442633,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=3,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8737
41,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.896e-10,
                                                learning_rate=0.1855490463519,
                                                max_iter=512, max_leaf_nodes=6,
                                                min_samples_leaf=15,
                                                n_iter_no_change=17,
                                                validation_fraction=0.0363679278439,
                                                warm_start=True))])",0.8737
66,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.413e-10,
                                                learning_rate=0.0204959513193,
                                                max_iter=512, max_leaf_nodes=14,
                                                min_samples_leaf=159,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8736
84,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0571933958425,
                                                learning_rate=0.0209335410589,
                                                max_iter=512, max_leaf_nodes=67,
                                                min_samples_leaf=3,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8732
104,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.1149022678083,
                                                learning_rate=0.802424031319,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8732
91,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0007454543807,
                                                learning_rate=0.0750530873481,
                                                max_iter=512, max_leaf_nodes=18,
                                                min_samples_leaf=5,
                                                n_iter_no_change=13,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8728
68,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=9.0931e-09,
                                                learning_rate=0.9130677467976,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=2,
                                                n_iter_no_change=8,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8727
75,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.9396245e-06,
                                                learning_rate=0.012652970747,
                                                max_iter=512, max_leaf_nodes=96,
                                                min_samples_leaf=64,
                                                n_iter_no_change=17,
                                                validation_fraction=0.1597825476561,
                                                warm_start=True))])",0.8727
33,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.87472536e-05,
                                                learning_rate=0.2363521984661,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=1,
                                                n_iter_no_change=4,
                                                validation_fraction=0.1408194643921,
                                                warm_start=True))])",0.8726
2,"Pipeline(steps=[('learner', HistGradientBoostingClassifier())])",0.8724
97,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.239639e-07,
                                                learning_rate=0.0235494411601,
                                                max_iter=512, max_leaf_nodes=50,
                                                min_samples_leaf=7,
                                                n_iter_no_change=13,
                                                validation_fraction=0.2192436644652,
                                                warm_start=True))])",0.8724
117,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.1091877509924,
                                                learning_rate=0.0631285978623,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=53,
                                                n_iter_no_change=17,
                                                validation_fraction=0.2411778355792,
                                                warm_start=True))])",0.8724
56,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.377972382489,
                                                learning_rate=0.0368319113463,
                                                max_iter=512, max_leaf_nodes=62,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8718
128,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0587994732856,
                                                learning_rate=0.0864529358447,
                                                max_iter=512,
                                                min_samples_leaf=18,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8717
122,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0543030910774,
                                                learning_rate=0.1302986092424,
                                                max_iter=512, max_leaf_nodes=17,
                                                min_samples_leaf=21,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8714
48,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0001886748565,
                                                learning_rate=0.5566604144271,
                                                max_iter=512, max_leaf_nodes=22,
                                                min_samples_leaf=5,
                                                n_iter_no_change=14,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8709
64,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0008450416878,
                                                learning_rate=0.0683080642981,
                                                max_iter=512, max_leaf_nodes=49,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8709
127,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.192948e-06,
                                                learning_rate=0.7597354550954,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=17,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8706
129,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=5.52554949e-05,
                                                learning_rate=0.1307566100194,
                                                max_iter=512, max_leaf_nodes=85,
                                                min_samples_leaf=17,
                                                n_iter_no_change=4,
                                                validation_fraction=0.2234555444967,
                                                warm_start=True))])",0.8705
52,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0006137621678,
                                                learning_rate=0.010450131615,
                                                max_iter=512, max_leaf_nodes=13,
                                                min_samples_leaf=86,
                                                n_iter_no_change=9,
                                                validation_fraction=0.3661657360548,
                                                warm_start=True))])",0.8705
58,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0041558643095,
                                                learning_rate=0.0215632517577,
                                                max_iter=512,
                                                max_leaf_nodes=423,
                                                min_samples_leaf=162,
                                                n_iter_no_change=7,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8705
112,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=3.601e-09,
                                                learning_rate=0.8280805455361,
                                                max_iter=512, max_leaf_nodes=9,
                                                min_samples_leaf=68,
                                                n_iter_no_change=9,
                                                validation_fraction=0.3291020326392,
                                                warm_start=True))])",0.8699
71,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0066656542783,
                                                learning_rate=0.0583973722467,
                                                max_iter=512,
                                                max_leaf_nodes=175,
                                                min_samples_leaf=3,
                                                n_iter_no_change=7,
                                                validation_fraction=0.0590367998685,
                                                warm_start=True))])",0.8697
116,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0035356601133,
                                                learning_rate=0.0293379007621,
                                                max_iter=512,
                                                max_leaf_nodes=187,
                                                min_samples_leaf=5,
                                                n_iter_no_change=13,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8694
85,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.004599649271,
                                                learning_rate=0.0657742886446,
                                                max_iter=512,
                                                max_leaf_nodes=213,
                                                min_samples_leaf=2,
                                                n_iter_no_change=18,
                                                validation_fraction=0.2006425659228,
                                                warm_start=True))])",0.8688
54,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.517e-10,
                                                learning_rate=0.0816866251928,
                                                max_iter=512, max_leaf_nodes=41,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8688
78,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.804e-10,
                                                learning_rate=0.2984568123412,
                                                max_iter=512, max_leaf_nodes=25,
                                                min_samples_leaf=1,
                                                n_iter_no_change=15,
                                                validation_fraction=0.283501793472,
                                                warm_start=True))])",0.8687
100,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0026498229477,
                                                learning_rate=0.0154293146627,
                                                max_iter=512,
                                                max_leaf_nodes=157,
                                                min_samples_leaf=8,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8685
105,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.401e-10,
                                                learning_rate=0.9506558338524,
                                                max_iter=512, max_leaf_nodes=11,
                                                min_samples_leaf=1,
                                                n_iter_no_change=19,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8682
47,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=9.713715e-07,
                                                learning_rate=0.1627805028192,
                                                max_iter=512, max_leaf_nodes=10,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8679
42,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.000771713031,
                                                learning_rate=0.0255366745556,
                                                max_iter=512,
                                                max_leaf_nodes=230,
                                                min_samples_leaf=1,
                                                n_iter_no_change=7,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8678
119,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=5.3604e-09,
                                                learning_rate=0.9137689149655,
                                                max_iter=512, max_leaf_nodes=7,
                                                min_samples_leaf=1,
                                                n_iter_no_change=12,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8673
69,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.18086e-08,
                                                learning_rate=0.0267134114919,
                                                max_iter=512,
                                                max_leaf_nodes=397,
                                                min_samples_leaf=50,
                                                n_iter_no_change=17,
                                                validation_fraction=0.3696629136405,
                                                warm_start=True))])",0.8663
32,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0004760088385,
                                                learning_rate=0.8937259788784,
                                                max_iter=512, max_leaf_nodes=26,
                                                min_samples_leaf=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8662
36,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.32444382e-05,
                                                learning_rate=0.0366814655639,
                                                max_iter=512,
                                                max_leaf_nodes=322,
                                                min_samples_leaf=111,
                                                n_iter_no_change=17,
                                                validation_fraction=None,
                                                warm_start=True))])",0.866
87,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=5.841e-10,
                                                learning_rate=0.065082509421,
                                                max_iter=512,
                                                max_leaf_nodes=420,
                                                min_samples_leaf=171,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8656
57,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=3.902e-10,
                                                learning_rate=0.0664696770612,
                                                max_iter=512,
                                                max_leaf_nodes=1769,
                                                min_samples_leaf=153,
                                                n_iter_no_change=7,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8655
99,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.0808e-09,
                                                learning_rate=0.0283205906475,
                                                max_iter=512,
                                                max_leaf_nodes=394,
                                                min_samples_leaf=4,
                                                n_iter_no_change=15,
                                                validation_fraction=0.3133600616932,
                                                warm_start=True))])",0.8654
102,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=3.368e-10,
                                                learning_rate=0.0501513831464,
                                                max_iter=512,
                                                max_leaf_nodes=214,
                                                min_samples_leaf=105,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8649
94,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0090939897042,
                                                learning_rate=0.0219288391523,
                                                max_iter=512,
                                                max_leaf_nodes=381,
                                                min_samples_leaf=7,
                                                n_iter_no_change=1,
                                                validation_fraction=0.2342554864195,
                                                warm_start=True))])",0.8644
95,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.995e-10,
                                                learning_rate=0.074000618745,
                                                max_iter=512,
                                                max_leaf_nodes=687,
                                                min_samples_leaf=1,
                                                n_iter_no_change=4,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8644
120,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=4.011744e-07,
                                                learning_rate=0.1422280294664,
                                                max_iter=512, max_leaf_nodes=39,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8641
82,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=7.76654288e-05,
                                                learning_rate=0.0121062868695,
                                                max_iter=512, max_leaf_nodes=8,
                                                min_samples_leaf=187,
                                                n_iter_no_change=13,
                                                validation_fraction=0.0528607654847,
                                                warm_start=True))])",0.8635
72,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.49019e-08,
                                                learning_rate=0.0139447959449,
                                                max_iter=512,
                                                max_leaf_nodes=1249,
                                                min_samples_leaf=13,
                                                n_iter_no_change=13,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8624
109,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0052288480904,
                                                learning_rate=0.2168001847671,
                                                max_iter=512, max_leaf_nodes=23,
                                                min_samples_leaf=2,
                                                n_iter_no_change=15,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8624
55,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0009807196065,
                                                learning_rate=0.6132686404566,
                                                max_iter=512,
                                                max_leaf_nodes=108,
                                                min_samples_leaf=100,
                                                n_iter_no_change=20,
                                                validation_fraction=0.1507786055231,
                                                warm_start=True))])",0.8623
108,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.339e-10,
                                                learning_rate=0.1720410861972,
                                                max_iter=512,
                                                max_leaf_nodes=1904,
                                                min_samples_leaf=35,
                                                n_iter_no_change=19,
                                                validation_fraction=0.2493390732536,
                                                warm_start=True))])",0.8623
118,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0019040208296,
                                                learning_rate=0.0113471852327,
                                                max_iter=512,
                                                max_leaf_nodes=817,
                                                min_samples_leaf=7,
                                                n_iter_no_change=19,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8621
79,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=4.14676e-08,
                                                learning_rate=0.015806026666,
                                                max_iter=512,
                                                max_leaf_nodes=842,
                                                min_samples_leaf=16,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8619
74,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.3793e-09,
                                                learning_rate=0.0175279606428,
                                                max_iter=512,
                                                max_leaf_nodes=827,
                                                min_samples_leaf=3,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8618
125,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.05924e-08,
                                                learning_rate=0.376120655438,
                                                max_iter=512,
                                                max_leaf_nodes=1336,
                                                min_samples_leaf=34,
                                                n_iter_no_change=5,
                                                validation_fraction=0.1095140020731,
                                                warm_start=True))])",0.8604
62,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=3.2646e-08,
                                                learning_rate=0.2040424036464,
                                                max_iter=512,
                                                max_leaf_nodes=128,
                                                min_samples_leaf=10,
                                                n_iter_no_change=6,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8603
37,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0001899759263,
                                                learning_rate=0.164903457499,
                                                max_iter=512,
                                                max_leaf_nodes=247,
                                                min_samples_leaf=1,
                                                n_iter_no_change=3,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8601
126,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.7126216e-06,
                                                learning_rate=0.0228123393494,
                                                max_iter=512,
                                                max_leaf_nodes=1413,
                                                min_samples_leaf=10,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8599
106,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=5.367211e-07,
                                                learning_rate=0.0944825481297,
                                                max_iter=512,
                                                max_leaf_nodes=739,
                                                min_samples_leaf=3,
                                                n_iter_no_change=7,
                                                validation_fraction=0.2362788898528,
                                                warm_start=True))])",0.8598
88,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.8092926e-06,
                                                learning_rate=0.2360374488193,
                                                max_iter=512,
                                                max_leaf_nodes=143,
                                                min_samples_leaf=1,
                                                n_iter_no_change=2,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8598
45,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.75204e-07,
                                                learning_rate=0.213622958323,
                                                max_iter=512,
                                                max_leaf_nodes=113,
                                                min_samples_leaf=44,
                                                n_iter_no_change=4,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8596
